-0.023168046	-0.0496652	0.016506923	0.030732306	0.034693573	0.015841074	-0.038532324	-0.036546953	0.045076728	0.046250597	0.095390394	0.033613425	0.18276548	0.06708869	-0.07487336	0.012520318
0.019655792	-0.13563171	0.13594806	0.043315567	0.13377161	0.13977009	0.09737731	-0.056977544	0.01832568	0.14576036	0.06628562	0.10924325	0.112315044	0.055080157	-0.08800232	0.06311516
-0.014809681	-0.19580543	0.25031933	0.12346046	0.1392929	0.22636373	0.09714444	-0.11921135	-0.07576339	0.20703605	0.1332788	0.2524629	0.17758091	0.15649727	-0.23228784	0.10419779
0.3079173	0.49757007	-0.44634157	-0.4596121	-0.38596067	-0.4155158	-0.37892932	0.31176695	0.38072246	-0.48757106	-0.4679355	-0.41080263	0.255808	0.22589138	0.44593775	-0.27087277
0.014861282	0.008713138	-0.031974938	-0.013138611	0.010525278	-0.0049315486	-0.046793368	0.010904307	0.110958174	-0.03771903	-0.03763332	-0.0083069615	0.13832325	0.07782459	0.004246424	-0.056063205
-0.087838426	-0.07354354	0.073673956	0.08259116	0.101298705	0.03307864	0.08260311	-0.06539953	0.004081457	0.107609615	0.0618935	0.07353491	-0.05176117	0.013981817	-0.09512554	0.043350104
0.34705213	0.48048145	-0.41650727	-0.43960074	-0.36457545	-0.3392722	-0.42896447	0.32507128	0.39520857	-0.4060305	-0.47793266	-0.46001223	0.23827331	0.27417576	0.43636703	-0.34359634
-0.049334817	-0.11515826	0.022275226	0.084373124	0.04787654	0.04387802	0.004929146	-0.05707222	-0.016996734	0.03736349	0.019861465	0.12834176	0.06884115	0.035144128	-0.05134926	0.07494764
0.21073784	0.35951397	-0.4302517	-0.33162928	-0.32858497	-0.32257956	-0.40816984	0.24840151	0.34921557	-0.38755703	-0.372712	-0.349885	0.1917922	0.17458822	0.33394176	-0.27281076
-0.009273229	-0.058550388	-0.021109054	0.017350456	0.01412874	0.0044567077	0.01762458	0.02776891	0.05417648	-0.024265643	0.02240148	-0.010357236	0.115557656	0.00996954	0.016744243	-0.032927647
0.27145246	0.4606611	-0.44080254	-0.4298637	-0.45055956	-0.42357028	-0.39784855	0.3667714	0.42996696	-0.51378703	-0.53345525	-0.4912558	0.31841215	0.261258	0.43804574	-0.3577027
-0.03053606	-0.12633511	0.10407538	0.085379876	0.06410415	0.09494447	0.08578558	-0.053166866	-0.07343831	0.086401194	0.13304344	0.09311603	0.03874022	0.031061444	-0.15040448	0.08536019
0.14495943	0.29016826	-0.27976054	-0.2538543	-0.17828076	-0.2530902	-0.18759385	0.20774367	0.15656695	-0.2954792	-0.30929586	-0.23716998	0.110424176	0.13423906	0.21710716	-0.16616167
-0.1466096	-0.37202218	0.38251966	0.30468422	0.319247	0.3518629	0.32347798	-0.19864705	-0.18892024	0.3414755	0.38910446	0.41134265	0.032766905	0.0055183778	-0.3748148	0.2252194
0.026745874	-0.077445455	-0.002367444	0.02717138	0.015320446	0.027607182	-0.026741287	-0.058586888	-0.03559065	0.0029467258	0.0071104597	0.069193214	0.0743467	0.07784446	0.011894548	0.06896055
